states,solutions,paths,times,num_nodes_generated
<environments.cube2.Cube2State object at 0x7f72adb23f00>,"[9, 6, 1, 6, 9, 0, 7, 9, 5, 1, 9, 0]","[<environments.cube2.Cube2State object at 0x7f72adb23f00>, <environments.cube2.Cube2State object at 0x7f72ad7d6f50>, <environments.cube2.Cube2State object at 0x7f72ad7d80f0>, <environments.cube2.Cube2State object at 0x7f72ad7d8230>, <environments.cube2.Cube2State object at 0x7f72ad7d8370>, <environments.cube2.Cube2State object at 0x7f72ad7d84b0>, <environments.cube2.Cube2State object at 0x7f72ad7d85f0>, <environments.cube2.Cube2State object at 0x7f72ad7d8730>, <environments.cube2.Cube2State object at 0x7f72ad7d8870>, <environments.cube2.Cube2State object at 0x7f72ad7d89b0>, <environments.cube2.Cube2State object at 0x7f72ad7d8af0>, <environments.cube2.Cube2State object at 0x7f72ad7d8c30>, <environments.cube2.Cube2State object at 0x7f72ad7d8d70>]",29.79231905937195,1051092
<environments.cube2.Cube2State object at 0x7f72adb260a0>,"[0, 11, 3, 5, 3, 1, 11, 4, 9, 0]","[<environments.cube2.Cube2State object at 0x7f72adb260a0>, <environments.cube2.Cube2State object at 0x7f72ad7d8f00>, <environments.cube2.Cube2State object at 0x7f72ad7dc0a0>, <environments.cube2.Cube2State object at 0x7f72ad7dc1e0>, <environments.cube2.Cube2State object at 0x7f72ad7dc320>, <environments.cube2.Cube2State object at 0x7f72ad7dc460>, <environments.cube2.Cube2State object at 0x7f72ad7dc5a0>, <environments.cube2.Cube2State object at 0x7f72ad7dc6e0>, <environments.cube2.Cube2State object at 0x7f72ad7dc820>, <environments.cube2.Cube2State object at 0x7f72ad7dc960>, <environments.cube2.Cube2State object at 0x7f72ad7dcaa0>]",25.17922043800354,811092
<environments.cube2.Cube2State object at 0x7f72adb261e0>,"[11, 1, 10, 2, 10, 3, 10, 2, 10, 5]","[<environments.cube2.Cube2State object at 0x7f72adb261e0>, <environments.cube2.Cube2State object at 0x7f72ad7dcc30>, <environments.cube2.Cube2State object at 0x7f72ad7dcd70>, <environments.cube2.Cube2State object at 0x7f72ad7dceb0>, <environments.cube2.Cube2State object at 0x7f72ad7df050>, <environments.cube2.Cube2State object at 0x7f72ad7df190>, <environments.cube2.Cube2State object at 0x7f72ad7df2d0>, <environments.cube2.Cube2State object at 0x7f72ad7df410>, <environments.cube2.Cube2State object at 0x7f72ad7df550>, <environments.cube2.Cube2State object at 0x7f72ad7df690>, <environments.cube2.Cube2State object at 0x7f72ad7df7d0>]",27.202958345413208,811092
<environments.cube2.Cube2State object at 0x7f72adb26320>,"[4, 1, 8, 7, 2, 8, 4, 11, 4, 9]","[<environments.cube2.Cube2State object at 0x7f72adb26320>, <environments.cube2.Cube2State object at 0x7f72ad7df960>, <environments.cube2.Cube2State object at 0x7f72ad7dfaa0>, <environments.cube2.Cube2State object at 0x7f72ad7dfbe0>, <environments.cube2.Cube2State object at 0x7f72ad7dfd20>, <environments.cube2.Cube2State object at 0x7f72ad7dfe60>, <environments.cube2.Cube2State object at 0x7f72ad7dffa0>, <environments.cube2.Cube2State object at 0x7f72ad7e1140>, <environments.cube2.Cube2State object at 0x7f72ad7e1280>, <environments.cube2.Cube2State object at 0x7f72ad7e13c0>, <environments.cube2.Cube2State object at 0x7f72ad7e1500>]",24.721861839294434,811092
<environments.cube2.Cube2State object at 0x7f72adb26460>,"[7, 7, 8, 1, 11, 9, 1, 1, 9, 0]","[<environments.cube2.Cube2State object at 0x7f72adb26460>, <environments.cube2.Cube2State object at 0x7f72ad7e1690>, <environments.cube2.Cube2State object at 0x7f72ad7e17d0>, <environments.cube2.Cube2State object at 0x7f72ad7e1910>, <environments.cube2.Cube2State object at 0x7f72ad7e1a50>, <environments.cube2.Cube2State object at 0x7f72ad7e1b90>, <environments.cube2.Cube2State object at 0x7f72ad7e1cd0>, <environments.cube2.Cube2State object at 0x7f72ad7e1e10>, <environments.cube2.Cube2State object at 0x7f72ad7e1f50>, <environments.cube2.Cube2State object at 0x7f72ad7e50f0>, <environments.cube2.Cube2State object at 0x7f72ad7e5230>]",24.66507863998413,811092
<environments.cube2.Cube2State object at 0x7f72adb265a0>,"[8, 10, 0, 11, 1, 4, 2, 5, 10, 4]","[<environments.cube2.Cube2State object at 0x7f72adb265a0>, <environments.cube2.Cube2State object at 0x7f72ad7e53c0>, <environments.cube2.Cube2State object at 0x7f72ad7e5500>, <environments.cube2.Cube2State object at 0x7f72ad7e5640>, <environments.cube2.Cube2State object at 0x7f72ad7e5780>, <environments.cube2.Cube2State object at 0x7f72ad7e58c0>, <environments.cube2.Cube2State object at 0x7f72ad7e5a00>, <environments.cube2.Cube2State object at 0x7f72ad7e5b40>, <environments.cube2.Cube2State object at 0x7f72ad7e5c80>, <environments.cube2.Cube2State object at 0x7f72ad7e5dc0>, <environments.cube2.Cube2State object at 0x7f72ad7e5f00>]",23.1066837310791,811092
<environments.cube2.Cube2State object at 0x7f72adb266e0>,"[7, 5, 2, 8, 5, 0, 11, 9, 3, 10, 2, 0]","[<environments.cube2.Cube2State object at 0x7f72adb266e0>, <environments.cube2.Cube2State object at 0x7f72ad7e70f0>, <environments.cube2.Cube2State object at 0x7f72ad7e7230>, <environments.cube2.Cube2State object at 0x7f72ad7e7370>, <environments.cube2.Cube2State object at 0x7f72ad7e74b0>, <environments.cube2.Cube2State object at 0x7f72ad7e75f0>, <environments.cube2.Cube2State object at 0x7f72ad7e7730>, <environments.cube2.Cube2State object at 0x7f72ad7e7870>, <environments.cube2.Cube2State object at 0x7f72ad7e79b0>, <environments.cube2.Cube2State object at 0x7f72ad7e7af0>, <environments.cube2.Cube2State object at 0x7f72ad7e7c30>, <environments.cube2.Cube2State object at 0x7f72ad7e7d70>, <environments.cube2.Cube2State object at 0x7f72ad7e7eb0>]",30.711678504943848,1051092
<environments.cube2.Cube2State object at 0x7f72adb26820>,"[11, 4, 3, 4, 0, 7, 11, 2, 6, 0]","[<environments.cube2.Cube2State object at 0x7f72adb26820>, <environments.cube2.Cube2State object at 0x7f72ad7eb0a0>, <environments.cube2.Cube2State object at 0x7f72ad7eb1e0>, <environments.cube2.Cube2State object at 0x7f72ad7eb320>, <environments.cube2.Cube2State object at 0x7f72ad7eb460>, <environments.cube2.Cube2State object at 0x7f72ad7eb5a0>, <environments.cube2.Cube2State object at 0x7f72ad7eb6e0>, <environments.cube2.Cube2State object at 0x7f72ad7eb820>, <environments.cube2.Cube2State object at 0x7f72ad7eb960>, <environments.cube2.Cube2State object at 0x7f72ad7ebaa0>, <environments.cube2.Cube2State object at 0x7f72ad7ebbe0>]",25.55109691619873,811092
<environments.cube2.Cube2State object at 0x7f72adb26960>,"[6, 8, 10, 5, 2, 5, 1, 1, 5, 7, 2, 0]","[<environments.cube2.Cube2State object at 0x7f72adb26960>, <environments.cube2.Cube2State object at 0x7f72ad7ebd70>, <environments.cube2.Cube2State object at 0x7f72ad7ebeb0>, <environments.cube2.Cube2State object at 0x7f72ad7ee050>, <environments.cube2.Cube2State object at 0x7f72ad7ee190>, <environments.cube2.Cube2State object at 0x7f72ad7ee2d0>, <environments.cube2.Cube2State object at 0x7f72ad7ee410>, <environments.cube2.Cube2State object at 0x7f72ad7ee550>, <environments.cube2.Cube2State object at 0x7f72ad7ee690>, <environments.cube2.Cube2State object at 0x7f72ad7ee7d0>, <environments.cube2.Cube2State object at 0x7f72ad7ee910>, <environments.cube2.Cube2State object at 0x7f72ad7eea50>, <environments.cube2.Cube2State object at 0x7f72ad7eeb90>]",32.015387773513794,1051092
<environments.cube2.Cube2State object at 0x7f72adb26aa0>,"[9, 7, 5, 3, 11, 5, 8, 10, 6, 0]","[<environments.cube2.Cube2State object at 0x7f72adb26aa0>, <environments.cube2.Cube2State object at 0x7f72ad7eed20>, <environments.cube2.Cube2State object at 0x7f72ad7eee60>, <environments.cube2.Cube2State object at 0x7f72ad7eefa0>, <environments.cube2.Cube2State object at 0x7f72ad7f0140>, <environments.cube2.Cube2State object at 0x7f72ad7f0280>, <environments.cube2.Cube2State object at 0x7f72ad7f03c0>, <environments.cube2.Cube2State object at 0x7f72ad7f0500>, <environments.cube2.Cube2State object at 0x7f72ad7f0640>, <environments.cube2.Cube2State object at 0x7f72ad7f0780>, <environments.cube2.Cube2State object at 0x7f72ad7f08c0>]",24.115482807159424,811092
<environments.cube2.Cube2State object at 0x7f72adb26be0>,"[5, 0, 9, 4, 0, 10, 0, 0]","[<environments.cube2.Cube2State object at 0x7f72adb26be0>, <environments.cube2.Cube2State object at 0x7f72ad7f0a50>, <environments.cube2.Cube2State object at 0x7f72ad7f0b90>, <environments.cube2.Cube2State object at 0x7f72ad7f0cd0>, <environments.cube2.Cube2State object at 0x7f72ad7f0e10>, <environments.cube2.Cube2State object at 0x7f72ad7f0f50>, <environments.cube2.Cube2State object at 0x7f72ad7f30f0>, <environments.cube2.Cube2State object at 0x7f72ad7f3230>, <environments.cube2.Cube2State object at 0x7f72ad7f3370>]",18.509431838989258,571092
<environments.cube2.Cube2State object at 0x7f72adb26d20>,"[1, 8, 2, 9, 6, 4, 11, 0, 10, 8, 5, 0]","[<environments.cube2.Cube2State object at 0x7f72adb26d20>, <environments.cube2.Cube2State object at 0x7f72ad7f3500>, <environments.cube2.Cube2State object at 0x7f72ad7f3640>, <environments.cube2.Cube2State object at 0x7f72ad7f3780>, <environments.cube2.Cube2State object at 0x7f72ad7f38c0>, <environments.cube2.Cube2State object at 0x7f72ad7f3a00>, <environments.cube2.Cube2State object at 0x7f72ad7f3b40>, <environments.cube2.Cube2State object at 0x7f72ad7f3c80>, <environments.cube2.Cube2State object at 0x7f72ad7f3dc0>, <environments.cube2.Cube2State object at 0x7f72ad7f3f00>, <environments.cube2.Cube2State object at 0x7f72ad7f50a0>, <environments.cube2.Cube2State object at 0x7f72ad7f51e0>, <environments.cube2.Cube2State object at 0x7f72ad7f5320>]",29.738479614257812,1051092
<environments.cube2.Cube2State object at 0x7f72adb26e60>,"[8, 10, 6, 1, 6, 3, 4, 11, 7, 5]","[<environments.cube2.Cube2State object at 0x7f72adb26e60>, <environments.cube2.Cube2State object at 0x7f72ad7f54b0>, <environments.cube2.Cube2State object at 0x7f72ad7f55f0>, <environments.cube2.Cube2State object at 0x7f72ad7f5730>, <environments.cube2.Cube2State object at 0x7f72ad7f5870>, <environments.cube2.Cube2State object at 0x7f72ad7f59b0>, <environments.cube2.Cube2State object at 0x7f72ad7f5af0>, <environments.cube2.Cube2State object at 0x7f72ad7f5c30>, <environments.cube2.Cube2State object at 0x7f72ad7f5d70>, <environments.cube2.Cube2State object at 0x7f72ad7f5eb0>, <environments.cube2.Cube2State object at 0x7f72ad7f8050>]",24.672790050506592,811092
<environments.cube2.Cube2State object at 0x7f72adb26fa0>,"[11, 11, 0, 9, 3, 1, 8, 6, 11, 9, 2, 0]","[<environments.cube2.Cube2State object at 0x7f72adb26fa0>, <environments.cube2.Cube2State object at 0x7f72ad7f81e0>, <environments.cube2.Cube2State object at 0x7f72ad7f8320>, <environments.cube2.Cube2State object at 0x7f72ad7f8460>, <environments.cube2.Cube2State object at 0x7f72ad7f85a0>, <environments.cube2.Cube2State object at 0x7f72ad7f86e0>, <environments.cube2.Cube2State object at 0x7f72ad7f8820>, <environments.cube2.Cube2State object at 0x7f72ad7f8960>, <environments.cube2.Cube2State object at 0x7f72ad7f8aa0>, <environments.cube2.Cube2State object at 0x7f72ad7f8be0>, <environments.cube2.Cube2State object at 0x7f72ad7f8d20>, <environments.cube2.Cube2State object at 0x7f72ad7f8e60>, <environments.cube2.Cube2State object at 0x7f72ad7f8fa0>]",30.051002502441406,1051092
<environments.cube2.Cube2State object at 0x7f72adb28140>,"[4, 9, 2, 10, 8, 7, 0, 5]","[<environments.cube2.Cube2State object at 0x7f72adb28140>, <environments.cube2.Cube2State object at 0x7f72ad7fc190>, <environments.cube2.Cube2State object at 0x7f72ad7fc2d0>, <environments.cube2.Cube2State object at 0x7f72ad7fc410>, <environments.cube2.Cube2State object at 0x7f72ad7fc550>, <environments.cube2.Cube2State object at 0x7f72ad7fc690>, <environments.cube2.Cube2State object at 0x7f72ad7fc7d0>, <environments.cube2.Cube2State object at 0x7f72ad7fc910>, <environments.cube2.Cube2State object at 0x7f72ad7fca50>]",17.92213225364685,571092
<environments.cube2.Cube2State object at 0x7f72adb28280>,"[4, 6, 1, 5, 8, 1, 11, 2, 4, 10, 5, 3]","[<environments.cube2.Cube2State object at 0x7f72adb28280>, <environments.cube2.Cube2State object at 0x7f72ad7fcbe0>, <environments.cube2.Cube2State object at 0x7f72ad7fcd20>, <environments.cube2.Cube2State object at 0x7f72ad7fce60>, <environments.cube2.Cube2State object at 0x7f72ad7fcfa0>, <environments.cube2.Cube2State object at 0x7f72ad7fe140>, <environments.cube2.Cube2State object at 0x7f72ad7fe280>, <environments.cube2.Cube2State object at 0x7f72ad7fe3c0>, <environments.cube2.Cube2State object at 0x7f72ad7fe500>, <environments.cube2.Cube2State object at 0x7f72ad7fe640>, <environments.cube2.Cube2State object at 0x7f72ad7fe780>, <environments.cube2.Cube2State object at 0x7f72ad7fe8c0>, <environments.cube2.Cube2State object at 0x7f72ad7fea00>]",30.415072441101074,1051092
<environments.cube2.Cube2State object at 0x7f72adb283c0>,"[4, 2, 5, 0, 9, 3, 4, 11, 7, 10, 2, 0]","[<environments.cube2.Cube2State object at 0x7f72adb283c0>, <environments.cube2.Cube2State object at 0x7f72ad7feb90>, <environments.cube2.Cube2State object at 0x7f72ad7fecd0>, <environments.cube2.Cube2State object at 0x7f72ad7fee10>, <environments.cube2.Cube2State object at 0x7f72ad7fef50>, <environments.cube2.Cube2State object at 0x7f72ad8020f0>, <environments.cube2.Cube2State object at 0x7f72ad802230>, <environments.cube2.Cube2State object at 0x7f72ad802370>, <environments.cube2.Cube2State object at 0x7f72ad8024b0>, <environments.cube2.Cube2State object at 0x7f72ad8025f0>, <environments.cube2.Cube2State object at 0x7f72ad802730>, <environments.cube2.Cube2State object at 0x7f72ad802870>, <environments.cube2.Cube2State object at 0x7f72ad8029b0>]",29.748316526412964,1051092
<environments.cube2.Cube2State object at 0x7f72adb28500>,"[0, 9, 1, 11, 4, 3, 7, 1, 1, 5]","[<environments.cube2.Cube2State object at 0x7f72adb28500>, <environments.cube2.Cube2State object at 0x7f72ad802b40>, <environments.cube2.Cube2State object at 0x7f72ad802c80>, <environments.cube2.Cube2State object at 0x7f72ad802dc0>, <environments.cube2.Cube2State object at 0x7f72ad802f00>, <environments.cube2.Cube2State object at 0x7f72ad8030a0>, <environments.cube2.Cube2State object at 0x7f72ad8031e0>, <environments.cube2.Cube2State object at 0x7f72ad803320>, <environments.cube2.Cube2State object at 0x7f72ad803460>, <environments.cube2.Cube2State object at 0x7f72ad8035a0>, <environments.cube2.Cube2State object at 0x7f72ad8036e0>]",25.705336332321167,811092
<environments.cube2.Cube2State object at 0x7f72adb28640>,"[9, 3, 1, 11, 9, 7, 8, 1, 1, 5]","[<environments.cube2.Cube2State object at 0x7f72adb28640>, <environments.cube2.Cube2State object at 0x7f72ad803870>, <environments.cube2.Cube2State object at 0x7f72ad8039b0>, <environments.cube2.Cube2State object at 0x7f72ad803af0>, <environments.cube2.Cube2State object at 0x7f72ad803c30>, <environments.cube2.Cube2State object at 0x7f72ad803d70>, <environments.cube2.Cube2State object at 0x7f72ad803eb0>, <environments.cube2.Cube2State object at 0x7f72ad787050>, <environments.cube2.Cube2State object at 0x7f72ad787190>, <environments.cube2.Cube2State object at 0x7f72ad7872d0>, <environments.cube2.Cube2State object at 0x7f72ad787410>]",25.09071946144104,811092
<environments.cube2.Cube2State object at 0x7f72adb28780>,"[1, 10, 8, 2, 11, 7, 11, 6, 9, 3]","[<environments.cube2.Cube2State object at 0x7f72adb28780>, <environments.cube2.Cube2State object at 0x7f72ad7875a0>, <environments.cube2.Cube2State object at 0x7f72ad7876e0>, <environments.cube2.Cube2State object at 0x7f72ad787820>, <environments.cube2.Cube2State object at 0x7f72ad787960>, <environments.cube2.Cube2State object at 0x7f72ad787aa0>, <environments.cube2.Cube2State object at 0x7f72ad787be0>, <environments.cube2.Cube2State object at 0x7f72ad787d20>, <environments.cube2.Cube2State object at 0x7f72ad787e60>, <environments.cube2.Cube2State object at 0x7f72ad787fa0>, <environments.cube2.Cube2State object at 0x7f72ad788140>]",25.502517461776733,811092
<environments.cube2.Cube2State object at 0x7f72adb288c0>,"[6, 3, 9, 2, 5, 9, 7, 10, 2, 0]","[<environments.cube2.Cube2State object at 0x7f72adb288c0>, <environments.cube2.Cube2State object at 0x7f72ad7882d0>, <environments.cube2.Cube2State object at 0x7f72ad788410>, <environments.cube2.Cube2State object at 0x7f72ad788550>, <environments.cube2.Cube2State object at 0x7f72ad788690>, <environments.cube2.Cube2State object at 0x7f72ad7887d0>, <environments.cube2.Cube2State object at 0x7f72ad788910>, <environments.cube2.Cube2State object at 0x7f72ad788a50>, <environments.cube2.Cube2State object at 0x7f72ad788b90>, <environments.cube2.Cube2State object at 0x7f72ad788cd0>, <environments.cube2.Cube2State object at 0x7f72ad788e10>]",23.27093482017517,811092
<environments.cube2.Cube2State object at 0x7f72adb28a00>,"[9, 11, 5, 0, 4, 3, 11, 0, 7, 5]","[<environments.cube2.Cube2State object at 0x7f72adb28a00>, <environments.cube2.Cube2State object at 0x7f72ad788fa0>, <environments.cube2.Cube2State object at 0x7f72ad78c140>, <environments.cube2.Cube2State object at 0x7f72ad78c280>, <environments.cube2.Cube2State object at 0x7f72ad78c3c0>, <environments.cube2.Cube2State object at 0x7f72ad78c500>, <environments.cube2.Cube2State object at 0x7f72ad78c640>, <environments.cube2.Cube2State object at 0x7f72ad78c780>, <environments.cube2.Cube2State object at 0x7f72ad78c8c0>, <environments.cube2.Cube2State object at 0x7f72ad78ca00>, <environments.cube2.Cube2State object at 0x7f72ad78cb40>]",24.38758134841919,811092
<environments.cube2.Cube2State object at 0x7f72adb28b40>,"[8, 6, 3, 3, 10, 1, 1, 10, 5, 8]","[<environments.cube2.Cube2State object at 0x7f72adb28b40>, <environments.cube2.Cube2State object at 0x7f72ad78ccd0>, <environments.cube2.Cube2State object at 0x7f72ad78ce10>, <environments.cube2.Cube2State object at 0x7f72ad78cf50>, <environments.cube2.Cube2State object at 0x7f72ad7900f0>, <environments.cube2.Cube2State object at 0x7f72ad790230>, <environments.cube2.Cube2State object at 0x7f72ad790370>, <environments.cube2.Cube2State object at 0x7f72ad7904b0>, <environments.cube2.Cube2State object at 0x7f72ad7905f0>, <environments.cube2.Cube2State object at 0x7f72ad790730>, <environments.cube2.Cube2State object at 0x7f72ad790870>]",24.276106119155884,811092
<environments.cube2.Cube2State object at 0x7f72adb28c80>,"[6, 9, 3, 8, 10, 6, 1, 4]","[<environments.cube2.Cube2State object at 0x7f72adb28c80>, <environments.cube2.Cube2State object at 0x7f72ad790a00>, <environments.cube2.Cube2State object at 0x7f72ad790b40>, <environments.cube2.Cube2State object at 0x7f72ad790c80>, <environments.cube2.Cube2State object at 0x7f72ad790dc0>, <environments.cube2.Cube2State object at 0x7f72ad790f00>, <environments.cube2.Cube2State object at 0x7f72ad7930a0>, <environments.cube2.Cube2State object at 0x7f72ad7931e0>, <environments.cube2.Cube2State object at 0x7f72ad793320>]",17.80955934524536,571092
<environments.cube2.Cube2State object at 0x7f72adb28dc0>,"[7, 11, 2, 4, 11, 4, 2, 8, 2, 9, 6, 0]","[<environments.cube2.Cube2State object at 0x7f72adb28dc0>, <environments.cube2.Cube2State object at 0x7f72ad7934b0>, <environments.cube2.Cube2State object at 0x7f72ad7935f0>, <environments.cube2.Cube2State object at 0x7f72ad793730>, <environments.cube2.Cube2State object at 0x7f72ad793870>, <environments.cube2.Cube2State object at 0x7f72ad7939b0>, <environments.cube2.Cube2State object at 0x7f72ad793af0>, <environments.cube2.Cube2State object at 0x7f72ad793c30>, <environments.cube2.Cube2State object at 0x7f72ad793d70>, <environments.cube2.Cube2State object at 0x7f72ad793eb0>, <environments.cube2.Cube2State object at 0x7f72ad797050>, <environments.cube2.Cube2State object at 0x7f72ad797190>, <environments.cube2.Cube2State object at 0x7f72ad7972d0>]",29.19582986831665,1051092
<environments.cube2.Cube2State object at 0x7f72adb28f00>,"[7, 0, 4, 1, 11, 4, 1, 11, 5, 9]","[<environments.cube2.Cube2State object at 0x7f72adb28f00>, <environments.cube2.Cube2State object at 0x7f72ad797460>, <environments.cube2.Cube2State object at 0x7f72ad7975a0>, <environments.cube2.Cube2State object at 0x7f72ad7976e0>, <environments.cube2.Cube2State object at 0x7f72ad797820>, <environments.cube2.Cube2State object at 0x7f72ad797960>, <environments.cube2.Cube2State object at 0x7f72ad797aa0>, <environments.cube2.Cube2State object at 0x7f72ad797be0>, <environments.cube2.Cube2State object at 0x7f72ad797d20>, <environments.cube2.Cube2State object at 0x7f72ad797e60>, <environments.cube2.Cube2State object at 0x7f72ad797fa0>]",24.461341619491577,811092
<environments.cube2.Cube2State object at 0x7f72adb2b0a0>,"[11, 6, 1, 6, 2, 5, 8, 7, 10, 3]","[<environments.cube2.Cube2State object at 0x7f72adb2b0a0>, <environments.cube2.Cube2State object at 0x7f72ad798190>, <environments.cube2.Cube2State object at 0x7f72ad7982d0>, <environments.cube2.Cube2State object at 0x7f72ad798410>, <environments.cube2.Cube2State object at 0x7f72ad798550>, <environments.cube2.Cube2State object at 0x7f72ad798690>, <environments.cube2.Cube2State object at 0x7f72ad7987d0>, <environments.cube2.Cube2State object at 0x7f72ad798910>, <environments.cube2.Cube2State object at 0x7f72ad798a50>, <environments.cube2.Cube2State object at 0x7f72ad798b90>, <environments.cube2.Cube2State object at 0x7f72ad798cd0>]",24.53376841545105,811092
<environments.cube2.Cube2State object at 0x7f72adb2b1e0>,"[2, 8, 2, 9, 6, 10, 1, 11, 9, 3]","[<environments.cube2.Cube2State object at 0x7f72adb2b1e0>, <environments.cube2.Cube2State object at 0x7f72ad798e60>, <environments.cube2.Cube2State object at 0x7f72ad798fa0>, <environments.cube2.Cube2State object at 0x7f72ad79c140>, <environments.cube2.Cube2State object at 0x7f72ad79c280>, <environments.cube2.Cube2State object at 0x7f72ad79c3c0>, <environments.cube2.Cube2State object at 0x7f72ad79c500>, <environments.cube2.Cube2State object at 0x7f72ad79c640>, <environments.cube2.Cube2State object at 0x7f72ad79c780>, <environments.cube2.Cube2State object at 0x7f72ad79c8c0>, <environments.cube2.Cube2State object at 0x7f72ad79ca00>]",23.722485065460205,811092
<environments.cube2.Cube2State object at 0x7f72adb2b320>,"[5, 0, 6, 8, 6, 11, 7, 10, 5, 3]","[<environments.cube2.Cube2State object at 0x7f72adb2b320>, <environments.cube2.Cube2State object at 0x7f72ad79cb90>, <environments.cube2.Cube2State object at 0x7f72ad79ccd0>, <environments.cube2.Cube2State object at 0x7f72ad79ce10>, <environments.cube2.Cube2State object at 0x7f72ad79cf50>, <environments.cube2.Cube2State object at 0x7f72ad79d0f0>, <environments.cube2.Cube2State object at 0x7f72ad79d230>, <environments.cube2.Cube2State object at 0x7f72ad79d370>, <environments.cube2.Cube2State object at 0x7f72ad79d4b0>, <environments.cube2.Cube2State object at 0x7f72ad79d5f0>, <environments.cube2.Cube2State object at 0x7f72ad79d730>]",25.669369220733643,811092
<environments.cube2.Cube2State object at 0x7f72adb2b460>,"[10, 2, 7, 0, 4, 8, 2, 10, 5, 3]","[<environments.cube2.Cube2State object at 0x7f72adb2b460>, <environments.cube2.Cube2State object at 0x7f72ad79d8c0>, <environments.cube2.Cube2State object at 0x7f72ad79da00>, <environments.cube2.Cube2State object at 0x7f72ad79db40>, <environments.cube2.Cube2State object at 0x7f72ad79dc80>, <environments.cube2.Cube2State object at 0x7f72ad79ddc0>, <environments.cube2.Cube2State object at 0x7f72ad79df00>, <environments.cube2.Cube2State object at 0x7f72ad7a10a0>, <environments.cube2.Cube2State object at 0x7f72ad7a11e0>, <environments.cube2.Cube2State object at 0x7f72ad7a1320>, <environments.cube2.Cube2State object at 0x7f72ad7a1460>]",24.079171895980835,811092
<environments.cube2.Cube2State object at 0x7f72adb2b5a0>,"[4, 4, 9, 6, 8, 1, 5, 10, 0, 5]","[<environments.cube2.Cube2State object at 0x7f72adb2b5a0>, <environments.cube2.Cube2State object at 0x7f72ad7a15f0>, <environments.cube2.Cube2State object at 0x7f72ad7a1730>, <environments.cube2.Cube2State object at 0x7f72ad7a1870>, <environments.cube2.Cube2State object at 0x7f72ad7a19b0>, <environments.cube2.Cube2State object at 0x7f72ad7a1af0>, <environments.cube2.Cube2State object at 0x7f72ad7a1c30>, <environments.cube2.Cube2State object at 0x7f72ad7a1d70>, <environments.cube2.Cube2State object at 0x7f72ad7a1eb0>, <environments.cube2.Cube2State object at 0x7f72ad7a5050>, <environments.cube2.Cube2State object at 0x7f72ad7a5190>]",24.548572540283203,811092
<environments.cube2.Cube2State object at 0x7f72adb2b6e0>,"[0, 7, 10, 4, 8, 10, 7, 5]","[<environments.cube2.Cube2State object at 0x7f72adb2b6e0>, <environments.cube2.Cube2State object at 0x7f72ad7a5320>, <environments.cube2.Cube2State object at 0x7f72ad7a5460>, <environments.cube2.Cube2State object at 0x7f72ad7a55a0>, <environments.cube2.Cube2State object at 0x7f72ad7a56e0>, <environments.cube2.Cube2State object at 0x7f72ad7a5820>, <environments.cube2.Cube2State object at 0x7f72ad7a5960>, <environments.cube2.Cube2State object at 0x7f72ad7a5aa0>, <environments.cube2.Cube2State object at 0x7f72ad7a5be0>]",17.610172986984253,571092
<environments.cube2.Cube2State object at 0x7f72adb2b820>,"[7, 5, 3, 8, 0, 11, 7, 5]","[<environments.cube2.Cube2State object at 0x7f72adb2b820>, <environments.cube2.Cube2State object at 0x7f72ad7a5d70>, <environments.cube2.Cube2State object at 0x7f72ad7a5eb0>, <environments.cube2.Cube2State object at 0x7f72ad7a7050>, <environments.cube2.Cube2State object at 0x7f72ad7a7190>, <environments.cube2.Cube2State object at 0x7f72ad7a72d0>, <environments.cube2.Cube2State object at 0x7f72ad7a7410>, <environments.cube2.Cube2State object at 0x7f72ad7a7550>, <environments.cube2.Cube2State object at 0x7f72ad7a7690>]",17.84347629547119,571092
<environments.cube2.Cube2State object at 0x7f72adb2b960>,"[10, 4, 3, 4, 0, 9, 11, 1, 6, 9, 5, 0]","[<environments.cube2.Cube2State object at 0x7f72adb2b960>, <environments.cube2.Cube2State object at 0x7f72ad7a7820>, <environments.cube2.Cube2State object at 0x7f72ad7a7960>, <environments.cube2.Cube2State object at 0x7f72ad7a7aa0>, <environments.cube2.Cube2State object at 0x7f72ad7a7be0>, <environments.cube2.Cube2State object at 0x7f72ad7a7d20>, <environments.cube2.Cube2State object at 0x7f72ad7a7e60>, <environments.cube2.Cube2State object at 0x7f72ad7a7fa0>, <environments.cube2.Cube2State object at 0x7f72ad7aa140>, <environments.cube2.Cube2State object at 0x7f72ad7aa280>, <environments.cube2.Cube2State object at 0x7f72ad7aa3c0>, <environments.cube2.Cube2State object at 0x7f72ad7aa500>, <environments.cube2.Cube2State object at 0x7f72ad7aa640>]",29.187638521194458,1051092
